"x" "y" "z"
"24769" 22192 2319 8
"24770" 22174 2632 10
"24771" 22187 2645 12
"24772" 22188 2396 11
"24773" 22185 2579 12
"24774" 22202 2053 9
"24775" 22172 2973 7
"24776" 22181 2861 11
"24777" 22181 2919 8
"24778" 22179 2895 12
"24779" 22198 2445 8
"24780" 22206 2070 11
"24781" 22208 2123 12
"24782" 22188 2685 13
"24783" 22196 2548 11
"24784" 22199 2236 11
"24785" 22185 2740 8
"24786" 22201 2277 13
"24787" 22208 2365 8
"24788" 22209 2293 8
"24789" 22194 2986 12
"24790" 22198 2745 12
"24791" 22199 2805 13
"24792" 22197 2500 11
"24793" 22201 2338 9
"24794" 22207 2719 12
"24795" 22190 2953 12
"24796" 22211 2430 12
"24797" 22219 2242 12
"24798" 22208 2748 8
"24799" 22195 2882 8
"24800" 22229 2100 11
"24801" 22208 2889 13
"24802" 22234 2048 11
"24803" 22234 2138 12
"24804" 22212 2613 11
"24805" 22224 2181 11
"24806" 22233 2225 12
"24807" 22207 2973 6
"24808" 22234 2262 13
"24809" 22201 2773 11
"24810" 22215 2877 8
"24811" 22215 2920 12
"24812" 22201 2948 6
"24813" 22217 2863 13
"24814" 22228 2679 11
"24815" 22242 2079 12
"24816" 22214 3007 11
"24817" 22218 2513 12
"24818" 22239 2353 10
"24819" 22226 2474 8
"24820" 22225 2317 13
"24821" 22219 2849 10
"24822" 22241 2209 10
"24823" 22241 2274 11
"24824" 22221 2813 12
"24825" 22233 2644 12
"24826" 22235 2565 12
"24827" 22237 2480 12
"24828" 22224 2983 12
"24829" 22245 2526 13
"24830" 22236 2752 13
"24831" 22231 2397 11
"24832" 22228 2955 12
"24833" 22259 2249 12
"24834" 22235 2976 8
"24835" 22263 2072 11
"24836" 22262 2211 10
"24837" 22264 2160 11
"24838" 22254 2377 10
"24839" 22259 2478 13
"24840" 22254 2427 12
"24841" 22254 2458 8
"24842" 22259 2601 8
"24843" 22226 2777 8
"24844" 22255 2965 12
"24845" 22249 2715 11
"24846" 22226 3000 11
"24847" 22254 2839 12
"24848" 22250 2502 8
"24849" 22261 2314 11
"24850" 22263 2336 12
"24851" 22276 2026 13
"24852" 22274 2040 10
"24853" 22276 2054 13
"24854" 22251 2614 12
"24855" 22276 2201 11
"24856" 22245 2913 13
"24857" 22243 2936 7
"24858" 22276 2303 8
"24859" 22250 2807 12
"24860" 22283 2288 12
"24861" 22280 2520 12
"24862" 22247 2877 11
"24863" 22276 2648 11
"24864" 22282 2385 11
"24865" 22276 2762 12
"24866" 22288 2408 11
"24867" 22287 2450 11
"24868" 22272 2977 8
"24869" 22277 2569 11
"24870" 22273 2734 11
"24871" 22282 2600 11
"24872" 22260 3007 8
"24873" 22278 2848 8
"24874" 22278 2920 12
"24875" 22296 2341 12
"24876" 22294 2556 8
"24877" 22301 2049 12
"24878" 22298 2154 11
"24879" 22292 2849 12
"24880" 22300 2250 8
"24881" 22309 2144 8
"24882" 22313 2275 10
"24883" 22284 2674 12
"24884" 22312 2364 12
"24885" 22285 2822 13
"24886" 22315 2222 12
"24887" 22285 2886 11
"24888" 22299 2484 12
"24889" 22289 2952 12
"24890" 22302 2958 11
"24891" 22321 2096 11
"24892" 22312 2514 8
"24893" 22321 2138 12
"24894" 22284 2835 13
"24895" 22312 2704 11
"24896" 22312 2761 12
"24897" 22284 3005 11
"24898" 22326 2184 11
"24899" 22313 2890 10
"24900" 22305 3008 12
"24901" 22329 2339 12
"24902" 22333 2324 12
"24903" 22332 2306 8
"24904" 22337 2156 8
"24905" 22314 2632 11
"24906" 22325 2601 11
"24907" 22327 2716 8
"24908" 22325 2734 13
"24909" 22317 2805 7
"24910" 22336 2223 8
"24911" 22319 2430 11
"24912" 22317 2965 12
"24913" 22315 2989 7
"24914" 22306 2920 12
"24915" 22345 2118 13
"24916" 22325 2776 8
"24917" 22304 2816 13
"24918" 22304 2843 13
"24919" 22334 2631 8
"24920" 22328 2681 13
"24921" 22347 2290 12
"24922" 22344 2456 10
"24923" 22358 2064 11
"24924" 22348 2156 11
"24925" 22352 2371 12
"24926" 22342 2487 12
"24927" 22335 2961 7
"24928" 22357 2529 11
"24929" 22344 2801 11
"24930" 22362 2178 12
"24931" 22364 2317 13
"24932" 22348 2539 9
"24933" 22344 2884 8
"24934" 22375 2071 10
"24935" 22348 2700 12
"24936" 22348 2721 7
"24937" 22351 2550 8
"24938" 22339 2554 12
"24939" 22351 2627 12
"24940" 22348 2980 11
"24941" 22380 2030 12
"24942" 22375 2251 8
"24943" 22367 2404 8
"24944" 22368 2798 12
"24945" 22375 2582 11
"24946" 22375 2606 9
"24947" 22365 2644 11
"24948" 22381 2288 8
"24949" 22386 2132 11
"24950" 22339 2839 11
"24951" 22351 2902 8
"24952" 22373 2747 8
"24953" 22388 2170 10
"24954" 22355 2969 12
"24955" 22339 2938 11
"24956" 22374 2950 13
"24957" 22389 2222 12
"24958" 22376 2919 11
"24959" 22396 2069 13
"24960" 22378 2759 7
"24961" 22393 2184 12
"24962" 22397 2321 11
"24963" 22384 2794 7
"24964" 22408 2090 12
"24965" 22385 2685 11
"24966" 22400 2350 12
"24967" 22413 2032 12
"24968" 22379 2836 11
"24969" 22379 2879 8
"24970" 22415 2045 13
"24971" 22391 2852 8
"24972" 22400 2567 8
"24973" 22392 2392 8
"24974" 22401 2541 11
"24975" 22399 2896 10
"24976" 22390 2771 12
"24977" 22417 2132 12
"24978" 22420 2062 7
"24979" 22410 2438 9
"24980" 22420 2167 8
"24981" 22424 2235 8
"24982" 22421 2221 12
"24983" 22413 2608 11
"24984" 22421 2306 13
"24985" 22396 2705 8
"24986" 22430 2130 13
"24987" 22413 2742 8
"24988" 22405 2793 12
"24989" 22407 2819 8
"24990" 22418 2768 7
"24991" 22430 2316 11
"24992" 22430 2460 8
"24993" 22412 2972 11
"24994" 22421 2888 8
"24995" 22442 2045 7
"24996" 22419 2909 13
"24997" 22446 2219 12
"24998" 22445 2071 7
"24999" 22446 2273 11
"25000" 22430 2685 11
"25001" 22441 2557 12
"25002" 22433 2943 13
"25003" 22428 2957 11
"25004" 22444 2905 8
"25005" 22425 2923 8
"25006" 22434 2760 12
"25007" 22442 2484 11
"25008" 22458 2106 12
"25009" 22452 2374 8
"25010" 22464 2016 7
"25011" 22463 2061 12
"25012" 22441 2812 12
"25013" 22437 2790 7
"25014" 22453 2486 8
"25015" 22461 2406 11
"25016" 22454 2463 8
"25017" 22469 2228 8
"25018" 22457 2766 7
"25019" 22474 2104 8
"25020" 22459 2517 10
"25021" 22456 2628 11
"25022" 22445 2595 11
"25023" 22460 2786 11
"25024" 22455 2721 11
"25025" 22445 2829 8
"25026" 22435 2858 11
"25027" 22454 2929 13
"25028" 22474 2303 11
"25029" 22459 2950 12
"25030" 22475 2673 11
"25031" 22476 2130 12
"25032" 22464 2802 7
"25033" 22473 2749 12
"25034" 22484 2377 12
"25035" 22482 2324 12
"25036" 22485 2361 11
"25037" 22489 2222 13
"25038" 22496 2201 8
"25039" 22492 2319 7
"25040" 22463 2915 8
"25041" 22500 2167 11
"25042" 22467 2887 11
"25043" 22478 2954 11
"25044" 22490 2234 11
"25045" 22494 2427 11
"25046" 22506 2023 12
"25047" 22489 2813 13
"25048" 22479 2610 12
"25049" 22476 2832 12
"25050" 22490 2528 11
"25051" 22509 2121 12
"25052" 22508 2272 11
"25053" 22488 2575 11
"25054" 22502 2954 8
"25055" 22480 2909 8
"25056" 22503 2451 10
"25057" 22494 2772 12
"25058" 22476 3004 9
"25059" 22487 2851 7
"25060" 22505 2344 12
"25061" 22488 2741 12
"25062" 22522 2090 11
"25063" 22524 2029 11
"25064" 22523 2145 8
"25065" 22526 2248 13
"25066" 22501 2964 12
"25067" 22511 2622 10
"25068" 22508 2848 12
"25069" 22505 2799 12
"25070" 22505 2814 12
"25071" 22521 2398 11
"25072" 22512 2710 11
"25073" 22486 2790 8
"25074" 22529 2186 11
"25075" 22520 2856 8
"25076" 22526 2776 11
"25077" 22528 2058 8
"25078" 22523 2752 8
"25079" 22511 2896 11
"25080" 22521 2671 8
"25081" 22525 2504 11
"25082" 22531 2369 8
"25083" 22524 2351 11
"25084" 22537 2213 11
"25085" 22525 2643 12
"25086" 22540 2539 11
"25087" 22517 2870 11
"25088" 22525 2950 8
"25089" 22553 2016 10
"25090" 22530 2981 12
"25091" 22541 2429 11
"25092" 22547 2287 12
"25093" 22536 2294 8
"25094" 22540 2827 8
"25095" 22555 2257 12
"25096" 22543 2720 11
"25097" 22559 2321 11
"25098" 22555 2659 11
"25099" 22557 2222 12
"25100" 22565 2174 8
"25101" 22553 2370 12
"25102" 22544 2905 11
"25103" 22550 2694 11
"25104" 22569 2054 11
"25105" 22571 2112 13
"25106" 22555 2947 10
"25107" 22545 2744 13
"25108" 22575 2205 11
"25109" 22558 2823 10
"25110" 22558 2881 8
"25111" 22580 2232 8
"25112" 22559 2762 9
"25113" 22548 2793 8
"25114" 22583 2243 12
"25115" 22564 2647 8
"25116" 22578 2319 12
"25117" 22563 2905 10
"25118" 22590 2099 10
"25119" 22566 2990 8
"25120" 22589 2425 11
"25121" 22580 2663 11
"25122" 22592 2298 8
"25123" 22587 2277 12
"25124" 22597 2236 8
"25125" 22574 3001 12
"25126" 22605 2027 11
"25127" 22582 2877 12
"25128" 22571 2624 10
"25129" 22587 2509 11
"25130" 22595 2126 11
"25131" 22595 2220 12
"25132" 22585 2774 8
"25133" 22600 2334 11
"25134" 22585 2845 12
"25135" 22590 2743 11
"25136" 22589 2813 12
"25137" 22589 2897 11
"25138" 22578 2743 10
"25139" 22593 2565 12
"25140" 22595 2693 11
"25141" 22613 2185 11
"25142" 22597 2644 12
"25143" 22603 2546 10
"25144" 22578 2960 8
"25145" 22613 2528 13
"25146" 22598 2935 11
"25147" 22608 2514 12
"25148" 22629 2113 10
"25149" 22618 2243 12
"25150" 22612 2377 12
"25151" 22599 2974 12
"25152" 22613 2778 12
"25153" 22613 2802 6
"25154" 22620 2228 8
"25155" 22638 2135 11
"25156" 22628 2651 8
"25157" 22638 2295 11
"25158" 22616 2972 7
"25159" 22639 2223 10
"25160" 22620 2583 11
"25161" 22639 2334 13
"25162" 22636 2379 8
"25163" 22633 2206 12
"25164" 22637 2408 11
"25165" 22622 2884 12
"25166" 22638 2509 8
"25167" 22638 2552 12
"25168" 22630 2610 7
"25169" 22627 2719 12
"25170" 22630 2663 11
"25171" 22645 2106 12
"25172" 22628 2761 12
"25173" 22610 2820 11
"25174" 22648 2013 12
"25175" 22632 2900 8
"25176" 22651 2029 11
"25177" 22629 2857 8
"25178" 22651 2164 12
"25179" 22639 2724 7
"25180" 22633 2916 12
"25181" 22633 2999 8
"25182" 22651 2450 10
"25183" 22641 2471 10
"25184" 22651 2492 11
"25185" 22631 2623 12
"25186" 22631 2679 12
"25187" 22644 2366 8
"25188" 22634 2959 12
"25189" 22655 2347 8
"25190" 22672 2049 9
"25191" 22646 2859 11
"25192" 22666 2294 11
"25193" 22663 2325 8
"25194" 22656 2440 11
"25195" 22648 2781 11
"25196" 22671 2376 8
"25197" 22663 2651 8
"25198" 22675 2232 12
"25199" 22678 2132 11
"25200" 22664 2621 11
"25201" 22644 2814 11
"25202" 22667 2580 10
"25203" 22661 2758 8
"25204" 22681 2111 12
"25205" 22650 2926 11
"25206" 22669 2697 11
"25207" 22687 2188 10
"25208" 22676 2675 11
"25209" 22687 2447 11
"25210" 22674 2740 10
"25211" 22697 2068 8
"25212" 22684 2481 11
"25213" 22696 2329 12
"25214" 22665 2970 8
"25215" 22674 2997 12
"25216" 22698 2417 11
"25217" 22678 2867 8
"25218" 22695 2490 10
"25219" 22684 2733 10
"25220" 22696 2700 7
"25221" 22702 2653 9
"25222" 22704 2295 11
"25223" 22681 2917 10
"25224" 22683 2830 11
"25225" 22673 2793 11
"25226" 22676 2977 12
"25227" 22680 2880 11
"25228" 22710 2127 12
"25229" 22685 2512 12
"25230" 22693 2750 6
"25231" 22693 2765 11
"25232" 22699 2539 11
"25233" 22682 2945 11
"25234" 22720 2384 11
"25235" 22720 2469 11
"25236" 22703 2967 11
"25237" 22729 2064 8
"25238" 22712 2615 8
"25239" 22727 2164 10
"25240" 22721 2639 11
"25241" 22719 2743 7
"25242" 22734 2193 8
"25243" 22718 2331 12
"25244" 22738 2125 11
"25245" 22710 2684 12
"25246" 22728 2582 11
"25247" 22741 2075 11
"25248" 22743 2217 12
"25249" 22727 2529 11
"25250" 22734 2758 8
"25251" 22707 2733 12
"25252" 22725 2809 12
"25253" 22707 2861 11
"25254" 22725 2956 12
"25255" 22754 2162 8
"25256" 22746 2316 10
"25257" 22727 2924 11
"25258" 22741 2425 11
"25259" 22726 2714 12
"25260" 22750 2259 10
"25261" 22728 2990 10
"25262" 22749 2135 8
"25263" 22735 2607 12
"25264" 22736 2978 12
"25265" 22741 2649 11
"25266" 22748 2351 11
"25267" 22744 2460 12
"25268" 22744 2713 7
"25269" 22750 2893 11
"25270" 22718 2893 11
"25271" 22750 2911 7
"25272" 22731 2856 11
"25273" 22749 2606 8
"25274" 22762 2182 11
"25275" 22773 2121 12
"25276" 22747 2695 11
"25277" 22752 2959 7
"25278" 22772 2094 11
"25279" 22761 2694 12
"25280" 22767 2469 12
"25281" 22772 2201 12
"25282" 22780 2131 7
"25283" 22777 2333 10
"25284" 22778 2211 13
"25285" 22759 2731 12
"25286" 22753 2772 10
"25287" 22754 2754 12
"25288" 22778 2287 11
"25289" 22774 2421 11
"25290" 22772 2493 11
"25291" 22787 2066 10
"25292" 22774 2604 11
"25293" 22785 2300 10
"25294" 22782 2955 11
"25295" 22767 2999 11
"25296" 22792 2094 8
"25297" 22774 2972 7
"25298" 22768 2871 12
"25299" 22792 2235 10
"25300" 22791 2148 8
"25301" 22796 2200 7
"25302" 22789 2526 11
"25303" 22771 2925 11
"25304" 22783 2811 12
"25305" 22795 2764 7
"25306" 22809 2098 8
"25307" 22802 2167 12
"25308" 22805 2463 10
"25309" 22806 2195 11
"25310" 22804 2490 12
"25311" 22803 2571 11
"25312" 22809 2374 12
"25313" 22805 2636 10
"25314" 22796 2720 12
"25315" 22793 2874 8
"25316" 22796 2840 11
"25317" 22809 2688 11
"25318" 22798 2738 12
"25319" 22803 2984 12
"25320" 22802 2789 12
"25321" 22813 2750 12
"25322" 21487 3023 12
"25323" 21488 3068 8
"25324" 21478 3371 8
"25325" 21487 3117 13
"25326" 21483 3241 9
"25327" 21489 3429 12
"25328" 21493 3363 13
"25329" 21488 3287 11
"25330" 21501 3099 11
"25331" 21498 3205 11
"25332" 21487 3636 10
"25333" 21493 3508 11
"25334" 21487 3721 13
"25335" 21490 3398 12
"25336" 21505 3061 13
"25337" 21484 3874 12
"25338" 21508 3040 11
"25339" 21490 3577 9
"25340" 21500 3665 11
"25341" 21504 3477 11
"25342" 21475 3915 8
"25343" 21493 3943 12
"25344" 21505 3260 11
"25345" 21494 3826 11
"25346" 21499 3751 11
"25347" 21485 3702 12
"25348" 21505 3372 11
"25349" 21494 3994 12
"25350" 21518 3143 11
"25351" 21521 3073 9
"25352" 21495 3896 11
"25353" 21513 3692 13
"25354" 21514 3341 12
"25355" 21528 3052 13
"25356" 21530 3086 12
"25357" 21528 3110 11
"25358" 21512 3523 11
"25359" 21523 3176 11
"25360" 21524 3347 8
"25361" 21532 3233 11
"25362" 21517 3563 11
"25363" 21524 3408 11
"25364" 21511 3705 12
"25365" 21522 3508 11
"25366" 21506 3978 11
"25367" 21520 3597 11
"25368" 21515 3642 11
"25369" 21505 3844 10
"25370" 21525 3616 13
"25371" 21530 3467 8
"25372" 21544 3029 13
"25373" 21546 3056 8
"25374" 21535 3302 11
"25375" 21533 3763 11
"25376" 21528 3815 13
"25377" 21521 3731 11
"25378" 21522 3980 12
"25379" 21548 3162 11
"25380" 21521 3857 11
"25381" 21515 4011 8
"25382" 21521 3934 8
"25383" 21544 3685 12
"25384" 21526 3913 11
"25385" 21552 3078 11
"25386" 21547 3444 13
"25387" 21544 3778 9
"25388" 21542 3352 12
"25389" 21560 3096 13
"25390" 21550 3420 11
"25391" 21566 3068 8
"25392" 21559 3498 12
"25393" 21540 3804 11
"25394" 21546 3561 8
"25395" 21540 3888 13
"25396" 21567 3305 9
"25397" 21563 3355 11
"25398" 21551 3624 11
"25399" 21560 3543 12
"25400" 21568 3208 11
"25401" 21537 3956 13
"25402" 21554 3135 11
"25403" 21535 3648 13
"25404" 21534 4014 13
"25405" 21559 3924 11
"25406" 21573 3047 8
"25407" 21542 3990 11
"25408" 21554 3325 11
"25409" 21573 3196 11
"25410" 21550 3825 12
"25411" 21555 3802 13
"25412" 21576 3099 8
"25413" 21546 3927 11
"25414" 21569 3465 11
"25415" 21576 3256 10
"25416" 21563 3676 13
"25417" 21564 3605 11
"25418" 21584 3291 13
"25419" 21566 3783 11
"25420" 21587 3082 13
"25421" 21583 3718 11
"25422" 21566 3885 8
"25423" 21566 3948 7
"25424" 21572 3385 11
"25425" 21577 3649 12
"25426" 21563 3731 11
"25427" 21563 3758 8
"25428" 21567 3848 8
"25429" 21600 3039 12
"25430" 21597 3221 11
"25431" 21571 3988 11
"25432" 21605 3088 13
"25433" 21582 3630 8
"25434" 21602 3145 11
"25435" 21606 3060 13
"25436" 21597 3332 11
"25437" 21596 3112 12
"25438" 21578 3814 13
"25439" 21594 3440 11
"25440" 21601 3535 11
"25441" 21601 3634 13
"25442" 21590 3504 11
"25443" 21588 3916 13
"25444" 21586 4020 12
"25445" 21596 3474 8
"25446" 21595 3685 11
"25447" 21595 3789 12
"25448" 21620 3026 13
"25449" 21606 3577 9
"25450" 21618 3134 8
"25451" 21596 3878 11
"25452" 21614 3284 11
"25453" 21594 4002 13
"25454" 21608 3697 13
"25455" 21624 3054 13
"25456" 21599 3766 12
"25457" 21600 3553 8
"25458" 21624 3192 11
"25459" 21614 3406 11
"25460" 21623 3306 11
"25461" 21609 3374 12
"25462" 21589 3586 12
"25463" 21628 3134 11
"25464" 21587 3838 13
"25465" 21618 3468 12
"25466" 21606 3953 8
"25467" 21603 3725 8
"25468" 21627 3356 12
"25469" 21600 3920 13
"25470" 21613 3785 13
"25471" 21628 3245 11
"25472" 21623 3440 13
"25473" 21624 3600 11
"25474" 21621 3655 13
"25475" 21626 3706 8
"25476" 21620 3561 8
"25477" 21589 3966 13
"25478" 21636 3220 11
"25479" 21640 3113 11
"25480" 21618 3999 7
"25481" 21640 3162 8
"25482" 21615 3834 11
"25483" 21620 3856 8
"25484" 21628 3892 11
"25485" 21644 3355 13
"25486" 21648 3177 13
"25487" 21649 3031 11
"25488" 21642 3409 11
"25489" 21633 3520 12
"25490" 21624 3971 11
"25491" 21632 3858 12
"25492" 21623 3945 12
"25493" 21639 3673 10
"25494" 21617 3727 11
"25495" 21649 3550 13
"25496" 21617 3762 13
"25497" 21654 3336 9
"25498" 21659 3054 11
"25499" 21638 3630 13
"25500" 21636 3973 13
"25501" 21640 3998 12
"25502" 21661 3091 12
"25503" 21637 3683 11
"25504" 21638 3706 9
"25505" 21655 3274 11
"25506" 21664 3129 9
"25507" 21666 3142 12
"25508" 21638 3883 8
"25509" 21649 3934 13
"25510" 21648 3740 13
"25511" 21659 3452 11
"25512" 21661 3494 11
"25513" 21661 3535 11
"25514" 21674 3061 13
"25515" 21672 3084 8
"25516" 21674 3175 11
"25517" 21654 3711 11
"25518" 21661 3752 11
"25519" 21664 3649 11
"25520" 21643 3816 13
"25521" 21643 3907 12
"25522" 21664 3935 11
"25523" 21664 3964 12
"25524" 21666 3604 11
"25525" 21646 3781 8
"25526" 21647 4013 9
"25527" 21680 3030 13
"25528" 21671 3554 10
"25529" 21660 3885 11
"25530" 21675 3258 13
"25531" 21679 3304 12
"25532" 21665 3385 11
"25533" 21681 3147 7
"25534" 21670 3691 12
"25535" 21681 3213 11
"25536" 21678 3755 13
"25537" 21670 3794 13
"25538" 21650 3976 8
"25539" 21666 3907 8
"25540" 21688 3116 12
"25541" 21654 3852 8
"25542" 21672 3724 8
"25543" 21676 3659 12
"25544" 21692 3334 11
"25545" 21692 3350 10
"25546" 21698 3059 11
"25547" 21699 3124 11
"25548" 21685 3514 13
"25549" 21706 3039 12
"25550" 21709 3118 7
"25551" 21699 3400 11
"25552" 21702 3160 12
"25553" 21689 3462 11
"25554" 21689 3529 10
"25555" 21698 3291 11
"25556" 21677 3844 11
"25557" 21706 3570 11
"25558" 21693 3501 13
"25559" 21712 3092 13
"25560" 21681 3985 13
"25561" 21698 3687 8
"25562" 21704 3617 11
"25563" 21700 3823 11
"25564" 21699 3881 13
"25565" 21698 3862 13
"25566" 21699 3962 12
"25567" 21703 3742 11
"25568" 21712 3702 13
"25569" 21716 3218 11
"25570" 21716 3262 12
"25571" 21727 3389 11
"25572" 21695 3920 13
"25573" 21735 3056 11
"25574" 21734 3130 13
"25575" 21736 3104 13
"25576" 21717 3843 11
"25577" 21716 3686 13
"25578" 21741 3042 13
"25579" 21738 3091 11
"25580" 21736 3202 12
"25581" 21734 3311 11
"25582" 21733 3148 11
"25583" 21734 3358 11
"25584" 21733 3219 13
"25585" 21725 3749 9
"25586" 21733 3245 13
"25587" 21732 3500 12
"25588" 21716 3819 12
"25589" 21736 3752 11
"25590" 21721 3945 11
"25591" 21735 3568 11
"25592" 21727 3639 11
"25593" 21745 3131 8
"25594" 21746 3175 11
"25595" 21718 3923 11
"25596" 21731 3721 12
"25597" 21709 4007 11
"25598" 21725 3791 11
"25599" 21741 3513 11
"25600" 21750 3069 11
"25601" 21741 4012 12
"25602" 21756 3366 12
"25603" 21754 3421 12
"25604" 21763 3120 13
"25605" 21755 3250 9
"25606" 21755 3266 11
"25607" 21767 3047 8
"25608" 21761 3330 13
"25609" 21747 3654 12
"25610" 21761 3452 12
"25611" 21757 3668 8
"25612" 21756 3701 11
"25613" 21773 3071 10
"25614" 21763 3155 13
"25615" 21761 3757 12
"25616" 21750 3839 13
"25617" 21765 3529 12
"25618" 21760 3469 12
"25619" 21779 3054 13
"25620" 21776 3223 8
"25621" 21785 3087 13
"25622" 21784 3273 12
"25623" 21779 3199 12
"25624" 21770 3720 13
"25625" 21784 3497 11
"25626" 21790 3035 11
"25627" 21778 3136 8
"25628" 21784 3552 11
"25629" 21769 3593 12
"25630" 21766 3992 11
"25631" 21777 3295 11
"25632" 21783 3117 11
"25633" 21783 3160 13
"25634" 21764 3942 11
"25635" 21789 3209 9
"25636" 21786 3389 11
"25637" 21775 3882 13
"25638" 21792 3233 13
"25639" 21774 3698 11
"25640" 21778 3803 13
"25641" 21789 3315 11
"25642" 21800 3171 11
"25643" 21802 3146 13
"25644" 21804 3281 7
"25645" 21805 3191 13
"25646" 21776 3968 8
"25647" 21798 3302 13
"25648" 21777 3656 13
"25649" 21803 3056 13
"25650" 21814 3115 12
"25651" 21792 3781 8
"25652" 21812 3268 12
"25653" 21803 3418 12
"25654" 21806 3530 11
"25655" 21803 3463 11
"25656" 21798 3898 9
"25657" 21815 3196 13
"25658" 21819 3075 11
"25659" 21815 3365 12
"25660" 21791 3828 13
"25661" 21811 3850 12
"25662" 21800 3869 12
"25663" 21811 3895 13
"25664" 21812 3575 11
"25665" 21811 3932 13
"25666" 21804 3763 13
"25667" 21818 3031 13
"25668" 21816 3223 13
"25669" 21809 3611 11
"25670" 21826 3215 11
"25671" 21805 3494 12
"25672" 21824 3322 11
"25673" 21810 3723 12
"25674" 21821 3303 8
"25675" 21827 3143 13
"25676" 21829 3118 12
"25677" 21825 3475 11
"25678" 21833 3155 11
"25679" 21831 3183 13
"25680" 21808 3688 13
"25681" 21833 3289 13
"25682" 21804 3953 12
"25683" 21816 3823 13
"25684" 21828 3247 7
"25685" 21802 3982 11
"25686" 21839 3047 11
"25687" 21834 3427 12
"25688" 21822 3648 11
"25689" 21818 3780 13
"25690" 21840 3201 8
"25691" 21842 3234 13
"25692" 21839 3271 11
"25693" 21837 3078 12
"25694" 21827 4017 8
"25695" 21851 3024 11
"25696" 21839 3440 11
"25697" 21842 3501 13
"25698" 21831 3909 13
"25699" 21843 3304 7
"25700" 21830 3626 11
"25701" 21805 3916 8
"25702" 21847 3384 11
"25703" 21848 3458 11
"25704" 21837 3479 10
"25705" 21857 3178 11
"25706" 21826 3761 11
"25707" 21855 3277 13
"25708" 21859 3040 7
"25709" 21836 3984 11
"25710" 21849 3350 11
"25711" 21847 3601 13
"25712" 21860 3063 13
"25713" 21861 3097 12
"25714" 21862 3111 8
"25715" 21838 3696 12
"25716" 21840 3877 11
"25717" 21839 3921 11
"25718" 21861 3245 13
"25719" 21828 3775 8
"25720" 21857 3704 8
"25721" 21859 3542 13
"25722" 21837 3794 13
"25723" 21852 3569 11
"25724" 21871 3023 13
"25725" 21857 3859 8
"25726" 21861 3688 11
"25727" 21870 3216 13
"25728" 21861 3773 11
"25729" 21840 3959 12
"25730" 21872 3188 11
"25731" 21851 3652 11
"25732" 21861 3945 13
"25733" 21870 3325 13
"25734" 21868 3337 8
"25735" 21870 3407 11
"25736" 21875 3102 13
"25737" 21854 3557 13
"25738" 21869 3136 13
"25739" 21858 3532 11
"25740" 21854 3727 13
"25741" 21845 3837 13
"25742" 21874 3164 8
"25743" 21875 3295 7
"25744" 21864 3435 13
"25745" 21883 3056 13
"25746" 21889 3077 13
"25747" 21872 3600 11
"25748" 21889 3125 13
"25749" 21873 3666 13
"25750" 21884 3139 11
"25751" 21893 3022 12
"25752" 21865 3998 12
"25753" 21872 3891 8
"25754" 21864 3914 11
"25755" 21876 3705 12
"25756" 21892 3218 11
"25757" 21896 3141 12
"25758" 21876 3830 13
"25759" 21853 3969 10
"25760" 21895 3240 11
"25761" 21879 3862 12
"25762" 21889 3347 8
"25763" 21898 3275 8
"25764" 21890 3294 13
"25765" 21876 3922 13
"25766" 21903 3163 8
"25767" 21894 3373 11
"25768" 21900 3186 13
"25769" 21904 3094 13
"25770" 21903 3256 13
"25771" 21881 3772 8
"25772" 21894 3487 11
"25773" 21884 3459 9
"25774" 21899 3341 12
"25775" 21907 3133 11
"25776" 21906 3396 13
"25777" 21891 3530 12
"25778" 21909 3118 8
"25779" 21893 3645 13
"25780" 21903 3866 8
"25781" 21895 3557 11
"25782" 21891 3733 13
"25783" 21914 3050 8
"25784" 21914 3074 11
"25785" 21912 3231 8
"25786" 21886 3972 13
"25787" 21916 3287 12
"25788" 21889 3876 13
"25789" 21907 3319 11
"25790" 21897 3778 11
"25791" 21897 3801 13
"25792" 21889 3935 11
"25793" 21923 3312 7
"25794" 21916 3519 12
"25795" 21921 3148 13
"25796" 21924 3177 13
"25797" 21918 3210 13
"25798" 21912 3610 11
"25799" 21905 3632 13
"25800" 21918 3447 11
"25801" 21925 3329 8
"25802" 21929 3025 11
"25803" 21895 3994 12
"25804" 21926 3383 8
"25805" 21907 3665 8
"25806" 21927 3422 13
"25807" 21925 3457 12
"25808" 21933 3252 12
"25809" 21911 3703 11
"25810" 21910 3743 9
"25811" 21934 3281 8
"25812" 21909 3852 13
"25813" 21935 3183 8
"25814" 21927 3586 11
"25815" 21923 3979 13
"25816" 21927 3669 12
"25817" 21915 3803 13
"25818" 21912 3999 9
"25819" 21940 3054 12
"25820" 21907 3822 8
"25821" 21942 3126 8
"25822" 21928 3969 11
"25823" 21926 3813 10
"25824" 21905 4013 13
"25825" 21935 3632 13
"25826" 21945 3159 12
"25827" 21939 3231 13
"25828" 21947 3302 7
"25829" 21907 3952 13
"25830" 21938 3318 13
"25831" 21953 3209 7
"25832" 21941 3347 13
"25833" 21956 3194 8
"25834" 21955 3250 8
"25835" 21940 3559 13
"25836" 21955 3345 8
"25837" 21947 3539 11
"25838" 21929 3845 8
"25839" 21949 3262 13
"25840" 21959 3167 12
"25841" 21961 3033 11
"25842" 21958 3452 12
"25843" 21962 3130 12
"25844" 21952 3390 8
