"x" "y" "z"
"28948" 21680 5840 8
"28949" 21695 5711 6
"28950" 21678 5942 10
"28951" 21692 5465 12
"28952" 21688 5690 12
"28953" 21707 5252 10
"28954" 21686 5877 9
"28955" 21709 5080 12
"28956" 21706 5686 12
"28957" 21711 5453 12
"28958" 21685 5491 12
"28959" 21711 5501 12
"28960" 21717 5114 12
"28961" 21703 5519 9
"28962" 21710 5482 7
"28963" 21702 5914 9
"28964" 21719 5207 6
"28965" 21726 5257 6
"28966" 21704 5673 6
"28967" 21721 5324 6
"28968" 21707 5632 10
"28969" 21719 5465 12
"28970" 21725 5147 12
"28971" 21723 5234 12
"28972" 21703 5829 9
"28973" 21727 5170 12
"28974" 21724 5352 12
"28975" 21713 5408 12
"28976" 21727 5385 6
"28977" 21715 5821 12
"28978" 21710 5886 12
"28979" 21738 5112 12
"28980" 21739 5058 12
"28981" 21723 5730 9
"28982" 21729 5759 12
"28983" 21720 5669 12
"28984" 21731 5504 12
"28985" 21729 5780 7
"28986" 21735 5276 6
"28987" 21723 5844 12
"28988" 21717 5876 10
"28989" 21748 5256 6
"28990" 21729 6004 10
"28991" 21741 5201 12
"28992" 21712 5796 12
"28993" 21735 5698 12
"28994" 21742 5584 7
"28995" 21712 5906 7
"28996" 21747 5089 6
"28997" 21736 5790 12
"28998" 21746 5187 6
"28999" 21745 5439 12
"29000" 21730 5622 10
"29001" 21747 5385 12
"29002" 21713 5923 12
"29003" 21750 5160 12
"29004" 21713 5962 10
"29005" 21740 5365 6
"29006" 21759 5232 12
"29007" 21761 5110 8
"29008" 21755 5049 12
"29009" 21760 5368 9
"29010" 21753 5415 6
"29011" 21746 5329 6
"29012" 21770 5203 6
"29013" 21740 5485 13
"29014" 21755 5300 6
"29015" 21760 5544 13
"29016" 21765 5276 12
"29017" 21773 5094 13
"29018" 21773 5476 13
"29019" 21774 5830 12
"29020" 21776 5071 12
"29021" 21750 5512 6
"29022" 21775 5233 12
"29023" 21755 5439 6
"29024" 21738 5875 12
"29025" 21764 5411 12
"29026" 21741 5805 6
"29027" 21771 5182 12
"29028" 21746 5457 6
"29029" 21740 5822 6
"29030" 21763 5346 6
"29031" 21740 5943 8
"29032" 21750 5632 12
"29033" 21746 5665 9
"29034" 21775 5396 6
"29035" 21755 5769 13
"29036" 21757 5566 7
"29037" 21757 5598 12
"29038" 21750 5910 10
"29039" 21770 5786 9
"29040" 21779 5248 6
"29041" 21752 5686 6
"29042" 21757 5718 12
"29043" 21758 5620 6
"29044" 21751 5858 7
"29045" 21775 5757 8
"29046" 21772 5509 9
"29047" 21785 5038 6
"29048" 21782 5135 12
"29049" 21780 5219 6
"29050" 21775 6010 11
"29051" 21779 5437 9
"29052" 21781 5160 6
"29053" 21771 5645 6
"29054" 21759 5981 12
"29055" 21790 5436 6
"29056" 21798 5369 10
"29057" 21777 5540 9
"29058" 21798 5456 12
"29059" 21800 5124 6
"29060" 21782 5567 8
"29061" 21803 5269 7
"29062" 21797 5094 10
"29063" 21787 5298 12
"29064" 21766 5947 11
"29065" 21792 5713 12
"29066" 21796 5316 6
"29067" 21782 5733 6
"29068" 21796 5352 6
"29069" 21787 5617 12
"29070" 21802 5192 9
"29071" 21797 5404 12
"29072" 21796 5501 12
"29073" 21810 5099 12
"29074" 21805 5158 12
"29075" 21787 5972 7
"29076" 21817 5209 6
"29077" 21817 5246 9
"29078" 21818 5334 6
"29079" 21805 5526 6
"29080" 21816 5479 12
"29081" 21820 5127 6
"29082" 21804 5721 10
"29083" 21785 5821 7
"29084" 21809 5670 7
"29085" 21800 5878 12
"29086" 21805 5810 9
"29087" 21812 5061 12
"29088" 21824 5037 12
"29089" 21821 5398 12
"29090" 21806 5536 12
"29091" 21818 6004 10
"29092" 21798 5798 12
"29093" 21798 5825 12
"29094" 21798 5843 9
"29095" 21810 5404 6
"29096" 21806 5628 9
"29097" 21806 5698 6
"29098" 21829 5088 6
"29099" 21819 5433 6
"29100" 21832 5068 12
"29101" 21832 5113 12
"29102" 21801 5984 12
"29103" 21816 5648 13
"29104" 21830 5464 6
"29105" 21820 5559 6
"29106" 21815 5581 12
"29107" 21816 5923 7
"29108" 21829 5849 10
"29109" 21814 5765 9
"29110" 21825 5727 6
"29111" 21831 5143 6
"29112" 21831 5319 6
"29113" 21821 5814 12
"29114" 21797 5911 12
"29115" 21832 5684 7
"29116" 21826 5362 6
"29117" 21824 5500 12
"29118" 21827 5288 12
"29119" 21850 5050 12
"29120" 21839 5482 12
"29121" 21850 5086 12
"29122" 21841 5380 6
"29123" 21846 5218 12
"29124" 21828 5454 12
"29125" 21855 5098 6
"29126" 21855 5172 8
"29127" 21845 5331 12
"29128" 21847 5341 7
"29129" 21857 5060 7
"29130" 21836 5799 6
"29131" 21857 5235 9
"29132" 21858 5285 12
"29133" 21849 5585 7
"29134" 21834 5517 6
"29135" 21837 5543 12
"29136" 21851 5410 12
"29137" 21846 5750 6
"29138" 21846 5772 12
"29139" 21833 5746 12
"29140" 21853 5884 9
"29141" 21853 5916 9
"29142" 21847 5994 12
"29143" 21852 5438 6
"29144" 21861 5125 12
"29145" 21863 5398 6
"29146" 21860 5256 6
"29147" 21864 5491 6
"29148" 21856 5735 12
"29149" 21863 5665 7
"29150" 21861 5509 12
"29151" 21863 5683 7
"29152" 21864 5848 8
"29153" 21875 5089 12
"29154" 21873 5191 12
"29155" 21873 5270 12
"29156" 21862 5538 6
"29157" 21865 5218 13
"29158" 21873 5466 12
"29159" 21865 5309 12
"29160" 21834 5710 12
"29161" 21857 5806 12
"29162" 21878 5039 12
"29163" 21850 5660 12
"29164" 21850 5848 6
"29165" 21880 5201 6
"29166" 21850 5938 12
"29167" 21870 5456 10
"29168" 21877 5611 12
"29169" 21854 5954 7
"29170" 21863 5784 7
"29171" 21870 5825 9
"29172" 21885 5487 12
"29173" 21869 5573 12
"29174" 21872 5168 6
"29175" 21890 5116 7
"29176" 21889 5298 12
"29177" 21871 5761 6
"29178" 21888 5139 6
"29179" 21889 5405 6
"29180" 21891 5256 6
"29181" 21888 5372 6
"29182" 21894 5061 12
"29183" 21875 5651 12
"29184" 21891 5549 7
"29185" 21867 5837 12
"29186" 21866 6001 10
"29187" 21899 5230 12
"29188" 21896 5275 6
"29189" 21894 5193 6
"29190" 21887 5428 10
"29191" 21877 5638 9
"29192" 21872 5335 8
"29193" 21872 5360 6
"29194" 21877 5687 12
"29195" 21884 5444 12
"29196" 21877 5724 8
"29197" 21886 5815 12
"29198" 21890 5384 11
"29199" 21892 5907 10
"29200" 21903 5152 12
"29201" 21887 5582 9
"29202" 21912 5081 6
"29203" 21882 5877 12
"29204" 21910 5120 6
"29205" 21913 5176 12
"29206" 21914 5213 6
"29207" 21906 5097 12
"29208" 21890 5740 7
"29209" 21922 5045 12
"29210" 21905 5514 13
"29211" 21908 5541 7
"29212" 21913 5262 12
"29213" 21899 5700 7
"29214" 21899 5803 6
"29215" 21913 5410 12
"29216" 21920 5329 9
"29217" 21894 5825 6
"29218" 21894 5846 6
"29219" 21895 6009 12
"29220" 21903 5631 9
"29221" 21915 5292 12
"29222" 21910 5431 6
"29223" 21910 5474 12
"29224" 21896 5957 9
"29225" 21910 5555 9
"29226" 21924 5060 12
"29227" 21932 5050 9
"29228" 21904 5912 12
"29229" 21915 5598 12
"29230" 21936 5039 6
"29231" 21919 5762 6
"29232" 21924 5245 6
"29233" 21930 5225 12
"29234" 21928 5086 12
"29235" 21928 5146 7
"29236" 21928 5213 12
"29237" 21929 5392 12
"29238" 21934 6025 9
"29239" 21929 5514 11
"29240" 21928 5426 12
"29241" 21925 5498 12
"29242" 21913 5992 12
"29243" 21910 5797 12
"29244" 21926 5835 12
"29245" 21926 5883 12
"29246" 21926 5894 12
"29247" 21925 5687 7
"29248" 21922 5743 12
"29249" 21942 5289 6
"29250" 21942 5412 7
"29251" 21923 5697 12
"29252" 21907 5935 9
"29253" 21930 5935 12
"29254" 21937 5374 9
"29255" 21952 5230 7
"29256" 21942 5564 12
"29257" 21922 5819 6
"29258" 21932 5406 12
"29259" 21954 5077 6
"29260" 21939 5305 12
"29261" 21955 5127 6
"29262" 21955 5157 9
"29263" 21910 5863 7
"29264" 21946 5200 6
"29265" 21932 5735 6
"29266" 21925 5916 6
"29267" 21925 5948 9
"29268" 21944 5554 13
"29269" 21948 5110 6
"29270" 21947 5450 9
"29271" 21946 5537 6
"29272" 21959 5276 9
"29273" 21946 5591 12
"29274" 21942 5784 6
"29275" 21937 5479 6
"29276" 21955 5338 12
"29277" 21953 5634 10
"29278" 21969 5242 6
"29279" 21968 5064 6
"29280" 21964 5180 12
"29281" 21958 5394 6
"29282" 21964 5348 12
"29283" 21954 5789 12
"29284" 21954 5824 6
"29285" 21941 5917 12
"29286" 21944 5935 6
"29287" 21976 5100 9
"29288" 21974 5206 12
"29289" 21948 5325 6
"29290" 21957 5727 12
"29291" 21964 5639 12
"29292" 21978 5133 6
"29293" 21958 5449 6
"29294" 21961 5850 10
"29295" 21961 5929 7
"29296" 21969 5367 6
"29297" 21971 5482 9
"29298" 21952 5681 9
"29299" 21977 5168 6
"29300" 21949 5960 12
"29301" 21960 5553 6
"29302" 21977 5225 12
"29303" 21955 5990 10
"29304" 21952 5814 12
"29305" 21988 5089 12
"29306" 21971 5754 12
"29307" 21976 5415 12
"29308" 21975 5556 12
"29309" 21992 5059 9
"29310" 21974 5885 12
"29311" 21984 5158 12
"29312" 21984 5207 6
"29313" 21986 5251 6
"29314" 21980 5321 6
"29315" 21981 5286 8
"29316" 21983 5462 6
"29317" 21990 5381 12
"29318" 21981 5345 6
"29319" 21948 5710 6
"29320" 21960 5869 12
"29321" 21975 5647 9
"29322" 21986 5650 6
"29323" 21997 5155 12
"29324" 22001 5090 9
"29325" 21979 5719 6
"29326" 21979 5782 6
"29327" 22003 5197 12
"29328" 22007 5112 6
"29329" 22007 5126 12
"29330" 21978 5522 6
"29331" 21977 5591 12
"29332" 21992 5585 8
"29333" 22007 5368 6
"29334" 21983 5971 10
"29335" 21997 5466 12
"29336" 22004 5424 12
"29337" 22000 5495 12
"29338" 22013 5154 6
"29339" 22002 5295 12
"29340" 22006 5545 6
"29341" 21982 5921 10
"29342" 22008 5313 6
"29343" 22015 5170 6
"29344" 22004 5856 9
"29345" 21999 5608 9
"29346" 21984 5694 9
"29347" 22018 5348 7
"29348" 21984 5814 11
"29349" 22016 5479 9
"29350" 22023 5180 12
"29351" 22019 5382 12
"29352" 22007 5921 6
"29353" 22022 5406 6
"29354" 22007 5975 8
"29355" 22009 5260 12
"29356" 21994 5562 12
"29357" 22020 5099 12
"29358" 22000 5774 11
"29359" 22002 5445 12
"29360" 22020 5276 8
"29361" 21994 6030 8
"29362" 22014 5223 12
"29363" 22012 5758 7
"29364" 22028 5211 6
"29365" 22035 5085 6
"29366" 22021 5513 12
"29367" 22023 5309 12
"29368" 22017 5631 6
"29369" 22015 5706 9
"29370" 22037 5240 9
"29371" 22016 5808 6
"29372" 22040 5198 6
"29373" 22040 5372 7
"29374" 22038 5326 6
"29375" 22032 5147 12
"29376" 22044 5038 12
"29377" 22028 5938 9
"29378" 22014 5578 12
"29379" 22032 5531 12
"29380" 22029 5430 10
"29381" 22044 5396 12
"29382" 22030 5679 10
"29383" 22026 5732 6
"29384" 22026 5832 11
"29385" 22044 5554 12
"29386" 22010 6002 12
"29387" 22025 5553 9
"29388" 22034 5602 12
"29389" 22034 5695 12
"29390" 22031 5921 6
"29391" 22047 5295 6
"29392" 22024 5783 9
"29393" 22054 5130 11
"29394" 22054 5175 12
"29395" 22036 5836 12
"29396" 22053 5218 12
"29397" 22057 5062 13
"29398" 22029 5494 6
"29399" 22062 5072 13
"29400" 22014 5740 12
"29401" 22050 5513 12
"29402" 22046 5345 12
"29403" 22029 5758 12
"29404" 22065 5147 10
"29405" 22046 5477 12
"29406" 22063 5415 7
"29407" 22066 5082 12
"29408" 22050 5731 11
"29409" 22064 5471 12
"29410" 22029 5891 12
"29411" 22056 5106 6
"29412" 22053 5381 9
"29413" 22069 5113 8
"29414" 22054 5497 9
"29415" 22042 5564 6
"29416" 22042 5626 9
"29417" 22070 5200 6
"29418" 22071 5445 9
"29419" 22062 5677 7
"29420" 22075 5233 6
"29421" 22041 6002 10
"29422" 22054 5617 6
"29423" 22062 5804 6
"29424" 22081 5068 6
"29425" 22067 5539 12
"29426" 22055 5320 7
"29427" 22082 5049 12
"29428" 22082 5102 13
"29429" 22078 5472 12
"29430" 22079 5304 7
"29431" 22073 5435 12
"29432" 22061 5856 12
"29433" 22083 5246 12
"29434" 22055 5651 12
"29435" 22063 5773 6
"29436" 22069 5839 6
"29437" 22063 5794 12
"29438" 22070 5392 12
"29439" 22076 5491 12
"29440" 22071 5625 9
"29441" 22074 5335 12
"29442" 22085 5173 12
"29443" 22052 5900 6
"29444" 22051 5537 7
"29445" 22072 5696 11
"29446" 22078 5652 6
"29447" 22084 5663 12
"29448" 22057 5868 7
"29449" 22052 5993 9
"29450" 22057 5914 12
"29451" 22065 5955 10
"29452" 22096 5294 9
"29453" 22084 5976 9
"29454" 22104 5091 12
"29455" 22087 5330 9
"29456" 22066 5750 12
"29457" 22097 5145 7
"29458" 22096 5432 6
"29459" 22096 5461 12
"29460" 22094 5356 11
"29461" 22095 5198 12
"29462" 22088 5640 10
"29463" 22097 5404 7
"29464" 22110 5066 6
"29465" 22090 5416 12
"29466" 22109 5118 6
"29467" 22097 5476 6
"29468" 22097 5487 8
"29469" 22110 5197 6
"29470" 22088 5818 6
"29471" 22089 5781 12
"29472" 22088 5895 11
"29473" 22090 5694 6
"29474" 22091 5603 12
"29475" 22102 5499 12
"29476" 22108 5226 12
"29477" 22076 5910 6
"29478" 22105 5051 12
"29479" 22098 5523 12
"29480" 22106 5669 7
"29481" 22110 5728 13
"29482" 22101 5550 6
"29483" 22123 5051 6
"29484" 22118 5340 12
"29485" 22111 5566 7
"29486" 22122 5141 12
"29487" 22109 5605 13
"29488" 22120 5226 6
"29489" 22116 5515 6
"29490" 22122 5303 11
"29491" 22105 5244 13
"29492" 22099 5625 6
"29493" 22105 5318 6
"29494" 22098 5585 12
"29495" 22116 5829 12
"29496" 22115 5183 12
"29497" 22109 5928 12
"29498" 22119 5627 12
"29499" 22107 6007 12
"29500" 22117 5648 9
"29501" 22118 5453 6
"29502" 22120 5877 10
"29503" 22133 5077 12
"29504" 22114 5582 9
"29505" 22095 5919 9
"29506" 22128 5711 12
"29507" 22095 5943 12
"29508" 22114 5688 11
"29509" 22103 5854 12
"29510" 22124 5275 12
"29511" 22103 5976 10
"29512" 22130 5999 9
"29513" 22132 5110 12
"29514" 22131 5331 6
"29515" 22127 5543 12
"29516" 22131 5421 6
"29517" 22125 5482 6
"29518" 22131 5464 12
"29519" 22146 5042 12
"29520" 22115 5400 12
"29521" 22127 5653 12
"29522" 22129 5567 12
"29523" 22142 5129 6
"29524" 22150 5094 6
"29525" 22143 5205 12
"29526" 22150 5168 6
"29527" 22133 5608 9
"29528" 22136 5240 6
"29529" 22149 5230 12
"29530" 22133 5636 12
"29531" 22141 5352 12
"29532" 22150 5258 6
"29533" 22143 5390 7
"29534" 22133 5742 12
"29535" 22105 5797 6
"29536" 22132 5834 6
"29537" 22115 5710 9
"29538" 22155 5111 12
"29539" 22140 5714 6
"29540" 22148 5822 12
"29541" 22146 5795 9
"29542" 22160 5261 12
"29543" 22160 5287 12
"29544" 22142 5584 12
"29545" 22151 5316 10
"29546" 22160 5477 6
"29547" 22161 5064 12
"29548" 22152 5493 12
"29549" 22169 5046 6
"29550" 22151 5764 7
"29551" 22144 5882 7
"29552" 22159 5156 12
"29553" 22154 5544 12
"29554" 22161 5570 12
"29555" 22161 5615 12
"29556" 22158 5447 6
"29557" 22156 5920 9
"29558" 22170 5191 6
"29559" 22168 5143 9
"29560" 22165 5342 6
"29561" 22159 5647 12
"29562" 22157 5857 10
"29563" 22177 5177 12
"29564" 22176 5286 12
"29565" 22179 5221 12
"29566" 22137 5939 6
"29567" 22166 5788 12
"29568" 22183 5115 6
"29569" 22180 5462 12
"29570" 22180 5577 13
"29571" 22173 5821 12
"29572" 22169 5687 6
"29573" 22161 5700 12
"29574" 22161 5747 12
"29575" 22178 5158 6
"29576" 22176 5840 6
"29577" 22186 5232 6
"29578" 22179 5753 6
"29579" 22171 5403 6
"29580" 22181 5420 12
"29581" 22192 5050 6
"29582" 22167 5506 12
"29583" 22171 5619 6
"29584" 22183 5263 6
"29585" 22183 5330 9
"29586" 22196 5073 12
"29587" 22196 5084 6
"29588" 22193 5302 10
"29589" 22196 5154 12
"29590" 22176 5956 6
"29591" 22152 5968 12
"29592" 22158 5991 6
"29593" 22158 6003 10
"29594" 22194 5565 12
"29595" 22179 5920 8
"29596" 22188 5378 12
"29597" 22194 5655 6
"29598" 22187 5497 12
"29599" 22196 5249 10
"29600" 22200 5107 12
"29601" 22175 5875 9
"29602" 22196 5390 7
"29603" 22192 5463 6
"29604" 22196 5411 6
"29605" 22204 5060 6
"29606" 22181 5944 12
"29607" 22167 5727 6
"29608" 22167 5808 6
"29609" 22206 5197 12
"29610" 22183 5550 6
"29611" 22208 5284 6
"29612" 22193 5972 11
"29613" 22190 5635 12
"29614" 22200 5877 7
"29615" 22206 5231 10
"29616" 22205 5633 6
"29617" 22215 5186 6
"29618" 22206 5446 9
"29619" 22203 5177 12
"29620" 22205 5808 13
"29621" 22199 5343 6
"29622" 22188 5840 12
"29623" 22184 5669 12
"29624" 22191 6012 12
"29625" 22184 5715 12
"29626" 22223 5079 12
"29627" 22201 5826 6
"29628" 22219 5381 7
"29629" 22213 5356 12
"29630" 22198 5734 6
"29631" 22216 5592 12
"29632" 22221 5125 12
"29633" 22204 5705 12
"29634" 22231 5050 10
"29635" 22230 5192 12
"29636" 22230 5260 6
"29637" 22227 5160 10
"29638" 22234 5099 12
"29639" 22229 5432 7
"29640" 22236 5121 6
"29641" 22224 5398 12
"29642" 22217 5744 12
"29643" 22237 5202 10
"29644" 22222 5610 6
"29645" 22222 5630 11
"29646" 22217 5828 12
"29647" 22224 5686 11
"29648" 22231 5230 12
"29649" 22223 5797 8
"29650" 22220 5478 12
"29651" 22222 5937 12
"29652" 22239 5476 7
"29653" 22232 5534 12
"29654" 22218 5881 12
"29655" 22210 5682 6
"29656" 22239 5549 12
"29657" 22237 5278 12
"29658" 22239 5635 6
"29659" 22236 5320 12
"29660" 22229 5722 9
"29661" 22248 5152 12
"29662" 22247 5190 12
"29663" 22210 5778 10
"29664" 22211 5853 6
"29665" 22247 5335 6
"29666" 22210 5923 6
"29667" 22245 5305 6
"29668" 22240 5595 6
"29669" 22226 5810 12
"29670" 22225 5672 13
"29671" 22226 5867 6
"29672" 22238 5516 12
"29673" 22249 5251 7
"29674" 22238 5746 12
"29675" 22255 5116 12
"29676" 22246 5356 12
"29677" 22237 5645 9
"29678" 22256 5288 6
"29679" 22258 5081 12
"29680" 22245 5717 12
"29681" 22244 5572 12
"29682" 22247 5877 6
"29683" 22247 5918 12
"29684" 22240 5776 10
"29685" 22252 5172 6
"29686" 22264 5057 6
"29687" 22225 5974 7
"29688" 22264 5192 12
"29689" 22251 5813 6
"29690" 22260 5301 12
"29691" 22254 5390 11
"29692" 22253 5613 9
"29693" 22269 5098 6
"29694" 22263 5333 12
"29695" 22249 5842 10
"29696" 22275 5266 9
"29697" 22220 6000 9
"29698" 22274 5164 12
"29699" 22257 5566 6
"29700" 22263 5756 12
"29701" 22261 5656 11
"29702" 22268 5321 12
"29703" 22264 5741 6
"29704" 22282 5127 12
"29705" 22276 5463 12
"29706" 22263 5987 10
"29707" 22275 5522 12
"29708" 22257 5712 9
"29709" 22272 5360 12
"29710" 22264 5923 6
"29711" 22283 5181 6
"29712" 22281 5225 8
"29713" 22267 5349 7
"29714" 22265 5430 12
"29715" 22265 5628 12
"29716" 22266 5948 10
"29717" 22265 5644 7
"29718" 22284 5386 12
"29719" 22288 5204 6
"29720" 22271 5553 10
"29721" 22289 5258 7
"29722" 22278 5697 12
"29723" 22289 5346 10
"29724" 22269 5712 6
"29725" 22283 5658 8
"29726" 22285 5293 6
"29727" 22265 5794 12
"29728" 22278 5855 6
"29729" 22293 5158 6
"29730" 22265 5867 12
"29731" 22291 5068 6
"29732" 22283 5897 10
"29733" 22279 5583 8
"29734" 22282 5721 12
"29735" 22267 5585 13
"29736" 22299 5039 12
"29737" 22297 5123 12
"29738" 22274 5776 6
"29739" 22291 5372 7
"29740" 22298 5102 7
"29741" 22276 6025 11
"29742" 22290 5399 9
"29743" 22289 5807 12
"29744" 22286 5748 6
"29745" 22287 5974 12
"29746" 22292 5481 12
"29747" 22285 5607 12
"29748" 22254 5898 12
"29749" 22284 5923 6
"29750" 22300 5138 12
"29751" 22290 5507 12
"29752" 22277 5811 6
"29753" 22274 5833 12
"29754" 22311 5219 9
"29755" 22295 5539 9
"29756" 22313 5064 12
"29757" 22295 5557 6
"29758" 22313 5092 9
"29759" 22288 5777 12
"29760" 22308 5158 12
"29761" 22290 5876 12
"29762" 22313 5287 12
"29763" 22313 5303 9
"29764" 22314 5372 12
"29765" 22307 5433 12
"29766" 22296 5724 12
"29767" 22307 5575 10
"29768" 22321 5210 6
"29769" 22323 5116 9
"29770" 22305 5596 6
"29771" 22311 5633 10
"29772" 22307 5696 12
"29773" 22297 5852 12
"29774" 22300 5901 7
"29775" 22307 5772 6
"29776" 22319 5394 6
"29777" 22316 5491 6
"29778" 22297 5938 9
"29779" 22319 5455 12
"29780" 22308 5670 6
"29781" 22329 5092 6
"29782" 22329 5102 12
"29783" 22308 5798 6
"29784" 22306 5911 12
"29785" 22324 5327 12
"29786" 22309 5828 12
"29787" 22312 5988 11
"29788" 22319 5742 12
"29789" 22339 5041 12
"29790" 22334 5231 12
"29791" 22324 5530 8
"29792" 22325 5585 10
"29793" 22340 5173 12
"29794" 22332 5432 9
"29795" 22322 5731 9
"29796" 22342 5146 12
"29797" 22337 5403 12
"29798" 22326 5774 6
"29799" 22323 5945 9
"29800" 22322 5843 9
"29801" 22336 5359 12
"29802" 22342 5280 13
"29803" 22334 5566 8
"29804" 22310 5900 6
"29805" 22341 5208 8
"29806" 22346 5085 12
"29807" 22349 5064 6
"29808" 22320 6021 13
"29809" 22332 5677 9
"29810" 22332 5817 11
"29811" 22347 5297 12
"29812" 22330 5931 8
"29813" 22329 5490 12
"29814" 22337 5618 12
"29815" 22335 5758 12
"29816" 22336 5552 12
"29817" 22348 5246 6
"29818" 22336 5593 12
"29819" 22333 5843 6
"29820" 22329 5789 12
"29821" 22341 5515 12
"29822" 22349 5538 6
"29823" 22345 5717 12
"29824" 22360 5215 9
"29825" 22347 5485 6
"29826" 22361 5058 10
"29827" 22342 5826 6
"29828" 22329 5901 10
"29829" 22342 5924 12
"29830" 22356 5205 6
"29831" 22353 5870 9
"29832" 22340 6013 8
"29833" 22365 5161 6
"29834" 22355 5264 12
"29835" 22357 5180 6
"29836" 22370 5113 12
"29837" 22355 5428 6
"29838" 22362 5402 12
"29839" 22370 5287 6
"29840" 22370 5311 13
"29841" 22347 5686 12
"29842" 22362 5555 9
"29843" 22345 5984 11
"29844" 22372 5237 6
"29845" 22355 5638 12
"29846" 22348 5896 13
"29847" 22363 5375 10
"29848" 22358 5336 7
"29849" 22367 5595 6
"29850" 22355 5774 12
"29851" 22380 5115 6
"29852" 22381 5092 12
"29853" 22377 5436 12
"29854" 22380 5459 7
"29855" 22368 5920 7
"29856" 22361 5525 12
"29857" 22361 5576 12
"29858" 22363 5618 9
"29859" 22361 5696 12
"29860" 22383 5184 12
"29861" 22392 5058 12
"29862" 22383 5279 12
"29863" 22385 5200 6
"29864" 22393 5212 12
"29865" 22381 5151 10
"29866" 22385 5260 6
"29867" 22358 5880 12
"29868" 22381 5336 12
"29869" 22384 5676 6
"29870" 22384 5707 9
"29871" 22366 5513 12
"29872" 22381 5489 12
"29873" 22393 5561 6
"29874" 22393 5579 12
"29875" 22397 5251 12
"29876" 22396 5396 12
"29877" 22395 5297 7
"29878" 22398 5127 12
"29879" 22401 5082 12
"29880" 22394 5321 6
"29881" 22379 5890 12
"29882" 22395 5358 6
"29883" 22405 5034 6
"29884" 22388 5785 12
"29885" 22388 5805 12
"29886" 22392 5835 11
"29887" 22397 5480 12
"29888" 22382 5522 9
"29889" 22384 5906 9
"29890" 22392 5968 10
"29891" 22366 5746 6
"29892" 22395 5609 11
"29893" 22414 5063 12
"29894" 22398 5521 6
"29895" 22413 5151 11
"29896" 22415 5048 12
"29897" 22396 5719 6
"29898" 22395 5877 10
"29899" 22389 5744 12
"29900" 22415 5126 7
"29901" 22394 5664 12
"29902" 22404 5211 12
"29903" 22395 5952 10
"29904" 22406 5465 12
"29905" 22396 5920 12
"29906" 22406 5532 12
"29907" 22391 5636 12
"29908" 22415 5643 12
"29909" 22398 5652 9
"29910" 22419 5344 6
"29911" 22407 5196 9
"29912" 22391 6025 10
"29913" 22397 5942 6
"29914" 22407 5415 7
"29915" 22414 5743 12
"29916" 22425 5100 12
"29917" 22425 5253 7
"29918" 22407 5509 12
"29919" 22429 5125 12
"29920" 22421 5305 7
"29921" 22409 5805 8
"29922" 22407 5764 10
"29923" 22429 5327 6
"29924" 22386 5985 10
"29925" 22424 5434 12
"29926" 22434 5039 12
"29927" 22410 5494 6
"29928" 22421 5487 12
"29929" 22412 5974 6
"29930" 22439 5076 6
"29931" 22442 5216 12
"29932" 22428 5725 6
"29933" 22424 5859 6
"29934" 22425 5982 12
"29935" 22440 5423 7
"29936" 22418 5887 6
"29937" 22424 5898 9
"29938" 22438 5205 6
"29939" 22432 5520 12
"29940" 22432 5535 6
"29941" 22447 5114 6
"29942" 22437 5282 12
"29943" 22440 5678 11
"29944" 22431 5564 12
"29945" 22440 5828 6
"29946" 22438 5447 6
"29947" 22430 6000 7
"29948" 22413 6019 10
"29949" 22444 5342 9
"29950" 22438 5750 11
"29951" 22450 5497 9
"29952" 22450 5527 9
"29953" 22452 5174 10
"29954" 22449 5314 12
"29955" 22436 5582 9
"29956" 22426 5952 6
"29957" 22450 5877 13
"29958" 22450 5894 8
"29959" 22452 5554 6
"29960" 22447 6009 12
"29961" 22452 5583 8
"29962" 22457 5090 12
"29963" 22450 6019 10
"29964" 22465 5068 12
"29965" 22445 5401 10
"29966" 22467 5260 11
"29967" 22471 5270 7
"29968" 22453 5374 8
"29969" 22460 5725 12
"29970" 22473 5296 10
"29971" 22461 5447 6
"29972" 22469 5419 6
"29973" 22476 5081 6
"29974" 22451 5711 12
"29975" 22433 5908 6
"29976" 22433 5923 10
"29977" 22473 5576 12
"29978" 22471 5335 6
"29979" 22472 5119 6
"29980" 22439 5811 12
"29981" 22471 5404 12
"29982" 22479 5143 10
"29983" 22465 5490 10
"29984" 22478 5210 8
"29985" 22484 5043 12
"29986" 22463 5909 6
"29987" 22469 5535 12
"29988" 22486 5073 12
"29989" 22481 5195 12
"29990" 22461 5742 6
"29991" 22445 5959 12
"29992" 22465 5655 6
"29993" 22461 5838 6
"29994" 22456 5971 6
"29995" 22469 5757 9
"29996" 22472 5592 6
"29997" 22472 5626 12
"29998" 22484 5481 6
"29999" 22491 5222 12
"30000" 22479 5882 9
"30001" 22483 5642 6
"30002" 22474 5780 13
"30003" 22481 5733 12
"30004" 22498 5307 8
"30005" 22489 5262 10
"30006" 22502 5328 9
"30007" 22502 5363 11
"30008" 22502 5400 6
"30009" 22471 5818 9
"30010" 22489 5524 12
"30011" 22501 5633 12
"30012" 22474 6019 6
"30013" 22466 5937 12
"30014" 22501 5834 12
"30015" 22493 5447 12
"30016" 22507 5055 12
"30017" 22495 5849 6
"30018" 22499 5800 6
"30019" 22491 5586 9
"30020" 22484 5694 9
"30021" 22509 5154 10
"30022" 22506 5388 12
"30023" 22490 5888 12
