"x" "y" "z"
"17849" 10839 6453 9
"17850" 10843 6164 4
"17851" 10844 6245 5
"17852" 10827 6621 10
"17853" 10845 6327 4
"17854" 10850 6054 4
"17855" 10850 6086 12
"17856" 10827 6733 5
"17857" 10827 6750 4
"17858" 10852 6110 5
"17859" 10840 6629 8
"17860" 10827 6872 9
"17861" 10831 6807 11
"17862" 10839 6724 9
"17863" 10846 6282 5
"17864" 10820 6649 7
"17865" 10834 6544 11
"17866" 10831 6913 5
"17867" 10815 6719 9
"17868" 10824 6951 4
"17869" 10827 7014 8
"17870" 10841 6656 6
"17871" 10843 6482 5
"17872" 10852 6346 11
"17873" 10858 6122 5
"17874" 10850 6748 9
"17875" 10838 6577 6
"17876" 10842 6976 9
"17877" 10820 6779 6
"17878" 10861 6232 9
"17879" 10850 6958 9
"17880" 10862 6262 10
"17881" 10863 6181 9
"17882" 10868 6106 10
"17883" 10853 6889 6
"17884" 10865 6142 9
"17885" 10861 6608 9
"17886" 10847 6700 6
"17887" 10874 6072 5
"17888" 10854 6474 6
"17889" 10875 6092 5
"17890" 10867 6369 4
"17891" 10854 6584 9
"17892" 10846 6990 6
"17893" 10848 6840 10
"17894" 10874 6281 4
"17895" 10869 6305 6
"17896" 10876 6435 7
"17897" 10877 6417 10
"17898" 10871 6496 10
"17899" 10870 6319 4
"17900" 10855 6811 12
"17901" 10863 6873 10
"17902" 10863 6946 4
"17903" 10866 6680 9
"17904" 10869 6482 5
"17905" 10868 6846 6
"17906" 10857 6788 6
"17907" 10861 7020 11
"17908" 10895 6130 11
"17909" 10882 6529 7
"17910" 10895 6209 9
"17911" 10883 6929 5
"17912" 10889 6301 4
"17913" 10874 6977 5
"17914" 10893 6070 10
"17915" 10901 6043 5
"17916" 10893 6156 5
"17917" 10892 6232 9
"17918" 10892 6256 5
"17919" 10894 6502 5
"17920" 10899 6323 4
"17921" 10897 6335 10
"17922" 10907 6130 6
"17923" 10907 6271 12
"17924" 10886 6687 6
"17925" 10890 6564 11
"17926" 10882 6824 10
"17927" 10880 6644 10
"17928" 10882 6864 10
"17929" 10880 6748 5
"17930" 10893 6430 4
"17931" 10892 6650 9
"17932" 10890 6773 5
"17933" 10889 6620 5
"17934" 10898 6804 5
"17935" 10915 6110 5
"17936" 10892 6711 6
"17937" 10912 6305 10
"17938" 10887 6993 10
"17939" 10900 6397 5
"17940" 10909 6226 5
"17941" 10909 6358 11
"17942" 10901 6822 4
"17943" 10917 6143 12
"17944" 10918 6182 7
"17945" 10902 6478 10
"17946" 10916 6579 4
"17947" 10920 6246 9
"17948" 10892 7022 10
"17949" 10927 6084 6
"17950" 10906 6836 5
"17951" 10909 6754 6
"17952" 10923 6227 9
"17953" 10909 6868 7
"17954" 10930 6050 8
"17955" 10909 6893 11
"17956" 10929 6313 4
"17957" 10921 6556 9
"17958" 10918 6409 11
"17959" 10917 6917 7
"17960" 10930 6139 9
"17961" 10925 6365 5
"17962" 10936 6118 10
"17963" 10914 6524 12
"17964" 10934 6280 4
"17965" 10936 6185 11
"17966" 10914 6795 10
"17967" 10920 6438 4
"17968" 10914 6953 4
"17969" 10913 6640 4
"17970" 10920 6624 10
"17971" 10920 6669 10
"17972" 10945 6204 5
"17973" 10933 6390 9
"17974" 10942 6240 4
"17975" 10935 6474 7
"17976" 10931 6598 5
"17977" 10940 6455 5
"17978" 10944 6088 7
"17979" 10945 6309 9
"17980" 10954 6268 9
"17981" 10949 6338 5
"17982" 10950 6291 4
"17983" 10928 6978 10
"17984" 10922 6778 9
"17985" 10948 6110 5
"17986" 10928 7010 5
"17987" 10945 6768 5
"17988" 10928 7030 10
"17989" 10956 6256 4
"17990" 10922 6857 10
"17991" 10946 6680 9
"17992" 10937 6913 4
"17993" 10941 6942 8
"17994" 10942 6561 4
"17995" 10960 6369 4
"17996" 10934 6829 11
"17997" 10939 6968 5
"17998" 10970 6155 7
"17999" 10950 6868 9
"18000" 10958 6206 10
"18001" 10956 6560 7
"18002" 10968 6225 5
"18003" 10950 7001 9
"18004" 10956 6640 11
"18005" 10974 6038 9
"18006" 10974 6179 5
"18007" 10948 6741 7
"18008" 10949 6900 9
"18009" 10961 6514 6
"18010" 10947 6780 4
"18011" 10968 6415 6
"18012" 10949 6955 9
"18013" 10963 6474 6
"18014" 10951 6590 11
"18015" 10970 6592 11
"18016" 10967 6532 10
"18017" 10976 6207 4
"18018" 10983 6247 5
"18019" 10974 6402 9
"18020" 10982 6322 4
"18021" 10980 6352 10
"18022" 10976 6568 6
"18023" 10960 7032 11
"18024" 10962 6875 4
"18025" 10973 6667 11
"18026" 10969 6623 9
"18027" 10986 6183 12
"18028" 10980 6368 11
"18029" 10967 6815 7
"18030" 10995 6302 7
"18031" 10973 6843 9
"18032" 10989 6143 8
"18033" 10996 6225 4
"18034" 10988 6603 5
"18035" 10995 6526 5
"18036" 10966 6989 9
"18037" 10996 6429 10
"18038" 10984 6919 7
"18039" 10990 6282 7
"18040" 11002 6282 4
"18041" 10985 6700 10
"18042" 11010 6122 4
"18043" 10975 6974 4
"18044" 11006 6266 5
"18045" 10980 6888 8
"18046" 11012 6333 10
"18047" 11014 6307 4
"18048" 11001 6651 10
"18049" 11008 6401 4
"18050" 10980 7004 4
"18051" 10986 6851 5
"18052" 10997 6662 5
"18053" 11004 6507 8
"18054" 11002 6451 5
"18055" 10986 6966 10
"18056" 11013 6200 8
"18057" 11009 6702 4
"18058" 10989 6791 5
"18059" 11002 6598 10
"18060" 11022 6163 4
"18061" 11014 6373 11
"18062" 11019 6253 4
"18063" 11015 6510 4
"18064" 11017 6623 11
"18065" 11003 6925 8
"18066" 10990 7031 10
"18067" 11026 6120 11
"18068" 11020 6357 6
"18069" 11020 6527 11
"18070" 11033 6138 4
"18071" 11002 7027 5
"18072" 11035 6181 11
"18073" 11022 6557 4
"18074" 11036 6306 7
"18075" 11030 6206 12
"18076" 11000 6967 4
"18077" 11039 6078 12
"18078" 11000 7000 11
"18079" 11033 6382 6
"18080" 11005 6816 6
"18081" 11037 6323 11
"18082" 11036 6547 11
"18083" 11026 6457 6
"18084" 11027 6777 12
"18085" 11021 6787 9
"18086" 11043 6222 4
"18087" 11035 6587 4
"18088" 11029 6270 4
"18089" 11015 6861 8
"18090" 11039 6485 9
"18091" 11036 6797 11
"18092" 11018 6833 10
"18093" 11023 6662 4
"18094" 11034 6734 9
"18095" 11045 6432 5
"18096" 11054 6096 9
"18097" 11048 6156 10
"18098" 11045 6515 12
"18099" 11045 6565 4
"18100" 11055 6059 9
"18101" 11025 6575 10
"18102" 11056 6216 10
"18103" 11052 6419 11
"18104" 11052 6475 4
"18105" 11046 6839 6
"18106" 11047 6535 4
"18107" 11057 6327 6
"18108" 11060 6195 5
"18109" 11061 6134 11
"18110" 11055 6259 5
"18111" 11038 6686 5
"18112" 11032 6902 9
"18113" 11051 6852 5
"18114" 11059 6694 12
"18115" 11050 6618 11
"18116" 11054 6660 7
"18117" 11038 6718 6
"18118" 11049 6986 6
"18119" 11060 6618 4
"18120" 11025 6966 10
"18121" 11042 7010 9
"18122" 11065 6517 11
"18123" 11062 6768 10
"18124" 11079 6088 5
"18125" 11080 6228 4
"18126" 11081 6047 5
"18127" 11078 6283 4
"18128" 11053 7033 4
"18129" 11074 6479 10
"18130" 11064 6645 10
"18131" 11044 6926 5
"18132" 11091 6073 10
"18133" 11064 6938 11
"18134" 11091 6207 11
"18135" 11070 6595 9
"18136" 11082 6163 10
"18137" 11075 6450 4
"18138" 11084 6118 5
"18139" 11067 6755 9
"18140" 11068 6547 6
"18141" 11087 6501 5
"18142" 11070 6918 9
"18143" 11072 6576 9
"18144" 11095 6059 11
"18145" 11070 7009 4
"18146" 11069 6885 4
"18147" 11098 6121 7
"18148" 11082 6339 6
"18149" 11075 6815 7
"18150" 11091 6658 10
"18151" 11093 6244 11
"18152" 11101 6155 10
"18153" 11075 6941 5
"18154" 11081 6693 4
"18155" 11097 6192 10
"18156" 11104 6176 5
"18157" 11090 6929 9
"18158" 11077 7035 9
"18159" 11082 6543 11
"18160" 11097 6487 5
"18161" 11096 6439 9
"18162" 11106 6473 4
"18163" 11096 6574 11
"18164" 11076 6618 6
"18165" 11103 6273 10
"18166" 11117 6147 10
"18167" 11101 6521 6
"18168" 11096 6850 8
"18169" 11121 6104 5
"18170" 11116 6327 8
"18171" 11096 6960 4
"18172" 11106 6681 4
"18173" 11112 6258 6
"18174" 11117 6473 10
"18175" 11115 6544 12
"18176" 11116 6508 4
"18177" 11113 6639 10
"18178" 11124 6193 4
"18179" 11105 6890 4
"18180" 11111 6781 7
"18181" 11119 6608 10
"18182" 11119 6697 9
"18183" 11132 6208 9
"18184" 11130 6290 6
"18185" 11133 6236 5
"18186" 11136 6052 5
"18187" 11108 6766 10
"18188" 11126 6433 10
"18189" 11135 6085 9
"18190" 11127 6455 4
"18191" 11110 6798 11
"18192" 11129 6301 9
"18193" 11117 6943 10
"18194" 11129 6362 7
"18195" 11138 6475 10
"18196" 11149 6061 10
"18197" 11136 6264 10
"18198" 11122 6657 5
"18199" 11150 6183 9
"18200" 11138 6773 5
"18201" 11134 6651 10
"18202" 11142 6326 4
"18203" 11136 6605 4
"18204" 11129 6720 5
"18205" 11129 6810 5
"18206" 11134 6830 10
"18207" 11129 6865 5
"18208" 11141 6579 9
"18209" 11145 6404 9
"18210" 11128 6926 9
"18211" 11130 6751 6
"18212" 11153 6270 10
"18213" 11157 6130 9
"18214" 11145 6553 6
"18215" 11156 6343 10
"18216" 11135 6895 9
"18217" 11154 6112 4
"18218" 11139 6680 5
"18219" 11158 6445 5
"18220" 11141 7017 9
"18221" 11135 7005 4
"18222" 11153 6742 4
"18223" 11160 6170 8
"18224" 11153 6824 7
"18225" 11161 6371 11
"18226" 11150 6850 5
"18227" 11158 6723 5
"18228" 11139 6883 4
"18229" 11166 6226 5
"18230" 11166 6430 4
"18231" 11166 6467 11
"18232" 11167 6305 11
"18233" 11148 6908 4
"18234" 11155 6631 6
"18235" 11155 6689 10
"18236" 11169 6500 4
"18237" 11149 6840 11
"18238" 11182 6048 9
"18239" 11172 6759 11
"18240" 11176 6417 11
"18241" 11167 6799 9
"18242" 11170 6898 10
"18243" 11181 6263 7
"18244" 11177 6156 5
"18245" 11164 7000 4
"18246" 11179 6401 11
"18247" 11193 6109 7
"18248" 11182 6342 7
"18249" 11168 6928 11
"18250" 11172 7010 5
"18251" 11189 6379 5
"18252" 11169 6917 9
"18253" 11173 6571 10
"18254" 11188 6223 8
"18255" 11194 6451 7
"18256" 11155 6979 8
"18257" 11193 6640 5
"18258" 11201 6082 5
"18259" 11197 6415 5
"18260" 11188 6724 5
"18261" 11205 6108 11
"18262" 11182 6993 4
"18263" 11186 6826 11
"18264" 11195 6858 8
"18265" 11206 6049 5
"18266" 11174 6603 5
"18267" 11197 6736 9
"18268" 11185 6317 5
"18269" 11205 6332 6
"18270" 11180 6698 11
"18271" 11200 6386 10
"18272" 11177 6515 5
"18273" 11183 6679 12
"18274" 11191 7030 4
"18275" 11207 6523 5
"18276" 11174 6645 8
"18277" 11201 6805 4
"18278" 11187 6622 11
"18279" 11202 6362 6
"18280" 11199 6756 12
"18281" 11212 6132 4
"18282" 11193 6974 10
"18283" 11211 6171 9
"18284" 11210 6260 5
"18285" 11203 6350 11
"18286" 11213 6311 9
"18287" 11220 6293 11
"18288" 11183 6959 6
"18289" 11198 6689 5
"18290" 11210 6601 5
"18291" 11203 6565 11
"18292" 11208 6766 10
"18293" 11221 6780 4
"18294" 11223 6544 10
"18295" 11225 6444 12
"18296" 11198 7004 11
"18297" 11232 6231 9
"18298" 11237 6074 11
"18299" 11238 6105 7
"18300" 11219 6812 5
"18301" 11239 6191 10
"18302" 11216 6636 10
"18303" 11237 6130 10
"18304" 11203 7028 9
"18305" 11237 6360 12
"18306" 11217 6661 4
"18307" 11234 6286 5
"18308" 11224 6479 9
"18309" 11233 6423 5
"18310" 11232 6583 6
"18311" 11219 6986 4
"18312" 11238 6594 11
"18313" 11250 6112 5
"18314" 11230 6844 5
"18315" 11202 6954 9
"18316" 11251 6349 5
"18317" 11227 6962 9
"18318" 11248 6439 5
"18319" 11243 6557 8
"18320" 11240 6771 4
"18321" 11228 6567 5
"18322" 11255 6392 4
"18323" 11247 6458 10
"18324" 11237 7026 10
"18325" 11255 6505 7
"18326" 11246 6655 9
"18327" 11254 6306 4
"18328" 11238 6990 11
"18329" 11252 6522 12
"18330" 11262 6318 8
"18331" 11268 6096 6
"18332" 11255 6785 9
"18333" 11249 6875 10
"18334" 11261 6146 4
"18335" 11261 6197 7
"18336" 11248 6701 6
"18337" 11246 6732 6
"18338" 11267 6382 5
"18339" 11270 6438 4
"18340" 11281 6056 5
"18341" 11277 6170 5
"18342" 11262 6752 11
"18343" 11279 6278 10
"18344" 11264 6897 5
"18345" 11251 6998 4
"18346" 11257 6454 11
"18347" 11272 6782 4
"18348" 11283 6412 12
"18349" 11283 6466 6
"18350" 11276 6528 5
"18351" 11261 6405 9
"18352" 11289 6103 4
"18353" 11254 6812 11
"18354" 11257 6634 9
"18355" 11265 6665 11
"18356" 11272 6987 9
"18357" 11273 6887 11
"18358" 11276 6863 5
"18359" 11293 6181 4
"18360" 11277 6915 4
"18361" 11265 6803 4
"18362" 11289 6362 6
"18363" 11267 7025 4
"18364" 11292 6070 5
"18365" 11278 6495 10
"18366" 11300 6299 4
"18367" 11300 6314 10
"18368" 11269 6941 5
"18369" 11257 6937 8
"18370" 11305 6244 8
"18371" 11308 6047 11
"18372" 11284 6585 11
"18373" 11295 6208 10
"18374" 11298 6441 11
"18375" 11310 6061 10
"18376" 11303 6378 12
"18377" 11298 6605 4
"18378" 11300 6735 4
"18379" 11300 6771 5
"18380" 11307 6420 4
"18381" 11299 6353 11
"18382" 11306 6326 4
"18383" 11300 6973 11
"18384" 11286 6710 9
"18385" 11286 6740 10
"18386" 11309 6117 5
"18387" 11293 6988 4
"18388" 11295 6937 9
"18389" 11315 6178 11
"18390" 11306 6482 10
"18391" 11313 6261 7
"18392" 11311 6550 10
"18393" 11298 6896 4
"18394" 11318 6347 10
"18395" 11296 6652 11
"18396" 11296 6679 5
"18397" 11308 6521 11
"18398" 11311 6804 10
"18399" 11318 6489 4
"18400" 11306 7032 4
"18401" 11315 6633 10
"18402" 11292 7012 9
"18403" 11320 6440 4
"18404" 11327 6216 10
"18405" 11334 6087 11
"18406" 11320 6508 5
"18407" 11332 6291 10
"18408" 11325 6158 4
"18409" 11332 6393 9
"18410" 11327 6275 9
"18411" 11316 6763 10
"18412" 11335 6114 4
"18413" 11332 6543 6
"18414" 11333 6236 4
"18415" 11313 6898 11
"18416" 11316 6925 4
"18417" 11333 6333 6
"18418" 11312 6839 11
"18419" 11312 6874 11
"18420" 11339 6062 10
"18421" 11329 6466 11
"18422" 11337 6140 5
"18423" 11337 6177 5
"18424" 11334 6376 5
"18425" 11327 6602 10
"18426" 11323 6710 5
"18427" 11321 6667 6
"18428" 11331 6740 9
"18429" 11345 6251 11
"18430" 11317 6973 4
"18431" 11328 6519 5
"18432" 11335 6453 5
"18433" 11312 6954 10
"18434" 11329 6698 9
"18435" 11343 6365 10
"18436" 11344 6488 11
"18437" 11341 6554 11
"18438" 11354 6084 4
"18439" 11337 6433 5
"18440" 11341 6786 7
"18441" 11353 6215 4
"18442" 11358 6178 6
"18443" 11358 6189 5
"18444" 11350 6571 8
"18445" 11339 6884 7
"18446" 11353 6430 11
"18447" 11351 6519 8
"18448" 11344 6996 9
"18449" 11366 6110 7
"18450" 11330 6823 4
"18451" 11365 6241 6
"18452" 11364 6266 4
"18453" 11353 6646 9
"18454" 11335 6928 11
"18455" 11343 7009 8
"18456" 11354 6716 11
"18457" 11370 6055 4
"18458" 11368 6407 11
"18459" 11356 6472 8
"18460" 11352 6669 4
"18461" 11359 6319 11
"18462" 11370 6154 12
"18463" 11359 6384 4
"18464" 11357 6764 5
"18465" 11362 6462 4
"18466" 11365 6341 4
"18467" 11362 6602 5
"18468" 11365 6576 5
"18469" 11353 6813 5
"18470" 11368 6504 5
"18471" 11353 6909 4
"18472" 11366 6626 9
"18473" 11376 6227 10
"18474" 11372 6285 11
"18475" 11352 7026 5
"18476" 11379 6314 7
"18477" 11369 6422 6
"18478" 11355 6789 11
"18479" 11384 6138 6
"18480" 11358 6956 4
"18481" 11377 6746 11
"18482" 11392 6088 5
"18483" 11378 6535 11
"18484" 11382 6420 11
"18485" 11386 6195 11
"18486" 11374 6782 6
"18487" 11395 6046 5
"18488" 11375 6481 10
"18489" 11361 6939 4
"18490" 11394 6236 5
"18491" 11397 6112 5
"18492" 11384 6799 6
"18493" 11366 6851 9
"18494" 11376 7034 10
"18495" 11386 6494 5
"18496" 11385 6702 11
"18497" 11394 6422 12
"18498" 11361 6976 11
"18499" 11373 6920 11
"18500" 11403 6206 4
"18501" 11407 6080 11
"18502" 11391 6302 11
"18503" 11386 6596 6
"18504" 11392 6381 10
"18505" 11407 6252 5
"18506" 11399 6450 11
"18507" 11382 6967 5
"18508" 11409 6063 4
"18509" 11387 6631 5
"18510" 11398 6581 9
"18511" 11403 6526 10
"18512" 11416 6134 4
"18513" 11404 6318 5
"18514" 11394 6825 11
"18515" 11396 7004 11
"18516" 11397 6874 7
"18517" 11397 6898 4
"18518" 11410 6391 5
"18519" 11394 6941 9
"18520" 11405 6437 5
"18521" 11405 6498 11
"18522" 11417 6165 10
"18523" 11405 6618 6
"18524" 11410 6663 11
"18525" 11412 6216 5
"18526" 11405 6741 11
"18527" 11405 6772 12
"18528" 11406 6645 9
"18529" 11392 6860 6
"18530" 11406 6838 5
"18531" 11415 6356 7
"18532" 11413 6468 10
"18533" 11423 6242 8
"18534" 11412 6549 11
"18535" 11421 6284 4
"18536" 11395 7014 7
"18537" 11419 6512 5
"18538" 11421 6330 5
"18539" 11402 6987 7
"18540" 11408 6812 6
"18541" 11434 6117 11
"18542" 11425 6196 9
"18543" 11428 6681 9
"18544" 11438 6070 6
"18545" 11420 6730 6
"18546" 11413 6822 4
"18547" 11437 6169 4
"18548" 11426 6563 9
"18549" 11427 6406 4
"18550" 11419 6751 7
"18551" 11430 6435 4
"18552" 11431 6610 5
"18553" 11414 6564 7
"18554" 11433 6235 11
"18555" 11428 6936 4
"18556" 11413 6961 10
"18557" 11440 6386 11
"18558" 11418 6704 12
"18559" 11434 6348 5
"18560" 11422 6805 9
"18561" 11434 6458 4
"18562" 11447 6468 9
"18563" 11426 7005 5
"18564" 11430 6751 5
"18565" 11451 6138 5
"18566" 11439 6218 4
"18567" 11415 6861 12
"18568" 11448 6264 4
"18569" 11445 6295 5
"18570" 11449 6235 9
"18571" 11453 6284 9
"18572" 11438 6573 9
"18573" 11430 6970 4
"18574" 11446 6199 11
"18575" 11422 6900 5
"18576" 11460 6156 4
"18577" 11415 7015 10
"18578" 11447 6711 5
"18579" 11433 6917 10
"18580" 11463 6083 10
"18581" 11443 6328 11
"18582" 11436 7030 6
"18583" 11441 6493 8
"18584" 11461 6398 4
"18585" 11467 6042 10
"18586" 11467 6205 5
"18587" 11452 6356 4
"18588" 11444 6674 8
"18589" 11445 6951 11
"18590" 11464 6258 11
"18591" 11470 6518 5
"18592" 11443 6549 5
"18593" 11464 6331 4
"18594" 11454 6667 5
"18595" 11449 6724 10
"18596" 11454 6767 9
"18597" 11462 6829 5
"18598" 11456 6435 10
"18599" 11476 6135 4
"18600" 11476 6167 5
"18601" 11458 6793 5
"18602" 11466 6582 9
"18603" 11454 6912 4
"18604" 11476 6368 4
"18605" 11469 6618 7
"18606" 11476 6435 9
"18607" 11451 6966 10
"18608" 11476 6581 11
"18609" 11478 6332 11
"18610" 11456 6853 6
"18611" 11466 6941 11
"18612" 11483 6072 4
"18613" 11466 6997 4
"18614" 11467 6906 9
"18615" 11471 6752 5
"18616" 11488 6089 9
"18617" 11480 6392 10
"18618" 11493 6042 11
"18619" 11485 6237 9
"18620" 11443 6879 5
"18621" 11484 6227 4
"18622" 11461 7019 6
"18623" 11473 6790 11
"18624" 11478 6670 7
"18625" 11477 6836 9
"18626" 11496 6195 4
"18627" 11484 6300 5
"18628" 11473 6888 11
"18629" 11496 6243 11
"18630" 11476 6939 9
"18631" 11484 6570 6
"18632" 11485 6476 5
"18633" 11503 6129 5
"18634" 11485 6497 10
"18635" 11505 6162 10
"18636" 11485 6539 4
"18637" 11480 6693 5
"18638" 11480 6873 4
"18639" 11494 6549 8
"18640" 11480 6960 4
"18641" 11495 6383 4
"18642" 11505 6396 4
"18643" 11501 6324 7
"18644" 11488 6793 7
"18645" 11489 6915 4
"18646" 11494 6648 5
"18647" 11509 6073 11
"18648" 11485 6849 9
"18649" 11504 6260 5
"18650" 11504 6282 12
"18651" 11502 6524 9
"18652" 11482 6724 11
"18653" 11502 6676 12
"18654" 11510 6475 4
"18655" 11515 6196 8
"18656" 11517 6219 12
"18657" 11512 6353 11
"18658" 11508 6601 9
"18659" 11523 6248 5
"18660" 11498 6507 5
"18661" 11516 6513 10
"18662" 11486 6986 10
"18663" 11491 7010 9
"18664" 11525 6057 4
"18665" 11504 6713 10
"18666" 11498 6602 11
"18667" 11520 6269 5
"18668" 11518 6297 7
"18669" 11529 6105 10
"18670" 11498 6756 10
"18671" 11501 6778 5
"18672" 11512 6580 5
"18673" 11501 6825 9
"18674" 11523 6364 4
"18675" 11512 6744 4
"18676" 11511 6859 5
"18677" 11530 6405 7
"18678" 11516 6708 4
"18679" 11531 6160 5
"18680" 11518 6450 9
"18681" 11509 6963 4
"18682" 11508 7037 8
"18683" 11515 6611 11
"18684" 11498 6838 4
"18685" 11514 6642 7
"18686" 11519 6800 5
"18687" 11536 6338 11
"18688" 11530 6809 11
"18689" 11513 6835 7
"18690" 11523 6625 11
"18691" 11522 6947 11
"18692" 11524 6650 7
"18693" 11522 7024 5
"18694" 11530 6980 10
"18695" 11543 6063 10
"18696" 11543 6175 4
"18697" 11525 6759 11
"18698" 11525 6856 11
"18699" 11520 6879 9
"18700" 11534 6732 5
"18701" 11555 6080 5
"18702" 11554 6097 10
"18703" 11555 6227 10
"18704" 11534 6940 5
"18705" 11551 6212 5
"18706" 11528 6991 11
"18707" 11555 6402 12
"18708" 11525 6921 11
"18709" 11546 6362 10
"18710" 11514 6923 5
"18711" 11540 6573 11
"18712" 11554 6637 10
"18713" 11564 6176 9
"18714" 11561 6309 6
"18715" 11540 6677 6
"18716" 11559 6112 5
"18717" 11552 6261 4
"18718" 11538 6534 5
"18719" 11554 6720 10
"18720" 11559 6283 5
"18721" 11561 6550 7
"18722" 11552 6435 9
"18723" 11561 6602 5
"18724" 11546 6812 5
"18725" 11564 6388 6
"18726" 11554 6910 9
"18727" 11554 6935 11
"18728" 11565 6860 11
"18729" 11567 6144 12
"18730" 11547 6774 4
"18731" 11558 6365 11
"18732" 11551 6882 5
"18733" 11575 6119 4
"18734" 11557 6512 11
"18735" 11547 7024 11
"18736" 11550 6862 7
"18737" 11564 6821 11
"18738" 11564 6898 4
"18739" 11559 6678 4
"18740" 11569 6418 4
"18741" 11538 7001 4
"18742" 11584 6220 8
"18743" 11552 6951 4
"18744" 11584 6286 10
"18745" 11566 6662 11
"18746" 11579 6080 7
"18747" 11585 6561 4
"18748" 11576 6249 5
"18749" 11591 6139 4
"18750" 11559 6996 6
"18751" 11577 6332 7
"18752" 11577 6361 4
"18753" 11588 6357 7
"18754" 11570 6583 5
"18755" 11570 6809 10
"18756" 11585 6978 5
"18757" 11584 6497 6
"18758" 11587 6190 5
"18759" 11582 6520 9
"18760" 11587 6314 9
"18761" 11584 6686 11
"18762" 11567 6738 4
"18763" 11601 6112 11
"18764" 11593 6594 5
"18765" 11582 6790 12
"18766" 11582 6804 5
"18767" 11575 6775 9
"18768" 11567 6963 4
"18769" 11572 7009 11
"18770" 11588 6702 5
"18771" 11596 6466 5
"18772" 11597 6167 4
"18773" 11599 6406 5
"18774" 11586 6463 10
"18775" 11577 6847 5
"18776" 11611 6056 5
"18777" 11592 6668 7
"18778" 11592 6720 10
"18779" 11582 6898 11
"18780" 11603 6437 5
"18781" 11616 6083 4
"18782" 11610 6197 9
"18783" 11611 6217 8
"18784" 11594 6876 11
"18785" 11610 6280 4
"18786" 11619 6129 9
"18787" 11614 6341 12
"18788" 11619 6172 9
"18789" 11599 6616 9
"18790" 11618 6412 5
"18791" 11610 6470 11
"18792" 11603 6542 10
"18793" 11601 6789 11
"18794" 11611 6554 5
"18795" 11622 6140 5
"18796" 11605 6261 10
"18797" 11603 6679 11
"18798" 11616 6186 4
"18799" 11603 6938 7
"18800" 11626 6372 5
"18801" 11629 6300 10
"18802" 11608 6304 5
"18803" 11599 6841 10
"18804" 11624 6700 9
"18805" 11598 6918 4
"18806" 11607 6594 9
"18807" 11621 6441 4
"18808" 11619 6847 9
"18809" 11610 6889 11
"18810" 11607 6756 11
"18811" 11619 6946 4
"18812" 11628 6081 10
"18813" 11631 6218 11
"18814" 11622 6524 10
"18815" 11602 7013 4
"18816" 11636 6159 8
"18817" 11626 7015 4
"18818" 11625 7038 5
"18819" 11629 6612 4
"18820" 11607 6965 5
"18821" 11600 6988 11
"18822" 11644 6045 5
"18823" 11613 6646 6
"18824" 11634 6236 5
"18825" 11613 6734 4
"18826" 11609 6878 12
"18827" 11641 6474 4
"18828" 11640 6374 10
"18829" 11631 6754 10
"18830" 11641 6633 5
"18831" 11644 6437 10
"18832" 11652 6118 11
"18833" 11656 6200 5
"18834" 11656 6243 11
"18835" 11631 7004 9
"18836" 11649 6262 9
"18837" 11633 6572 10
"18838" 11639 6925 5
"18839" 11662 6087 11
"18840" 11661 6168 11
"18841" 11641 6888 12
"18842" 11643 6355 9
"18843" 11655 6140 6
"18844" 11633 6769 6
"18845" 11655 6310 4
"18846" 11649 6525 7
"18847" 11654 6589 6
"18848" 11633 6863 4
"18849" 11662 6422 11
"18850" 11646 6789 4
"18851" 11660 6345 4
"18852" 11668 6105 12
"18853" 11648 6719 4
"18854" 11651 6749 5
"18855" 11634 6953 11
"18856" 11656 6786 9
"18857" 11648 6972 4
"18858" 11671 6296 9
"18859" 11655 6667 10
"18860" 11671 6370 9
"18861" 11657 6564 10
"18862" 11653 6612 11
"18863" 11651 6850 6
"18864" 11669 6329 10
"18865" 11676 6177 11
"18866" 11666 6394 5
"18867" 11678 6318 11
"18868" 11651 7029 10
"18869" 11676 6418 9
"18870" 11676 6448 9
"18871" 11650 7006 4
"18872" 11686 6080 4
"18873" 11668 6685 5
"18874" 11666 6526 4
"18875" 11678 6492 12
"18876" 11677 6532 8
"18877" 11680 6546 4
"18878" 11689 6091 9
"18879" 11684 6438 5
"18880" 11692 6130 11
"18881" 11664 6862 9
"18882" 11692 6154 4
"18883" 11689 6220 9
"18884" 11658 6876 4
"18885" 11658 6912 5
"18886" 11689 6289 5
"18887" 11667 6999 11
"18888" 11675 6825 9
"18889" 11675 6840 4
"18890" 11668 6953 11
"18891" 11681 6746 5
"18892" 11697 6052 10
"18893" 11672 6932 4
"18894" 11670 6805 4
"18895" 11692 6487 5
"18896" 11691 6174 11
"18897" 11691 6202 5
"18898" 11687 6808 4
"18899" 11682 6613 6
"18900" 11687 6872 7
"18901" 11693 6337 11
"18902" 11703 6314 5
"18903" 11705 6263 7
"18904" 11694 6676 5
"18905" 11699 6574 11
"18906" 11705 6364 5
"18907" 11672 7028 4
"18908" 11709 6068 5
"18909" 11697 6349 4
"18910" 11689 6819 10
"18911" 11706 6095 4
"18912" 11693 6641 11
"18913" 11692 6979 9
"18914" 11717 6155 5
"18915" 11703 6523 7
"18916" 11691 6714 6
"18917" 11709 6324 11
"18918" 11720 6114 9
"18919" 11718 6269 4
"18920" 11713 6234 5
"18921" 11724 6052 5
"18922" 11709 6742 11
"18923" 11725 6079 10
"18924" 11703 6932 5
